Restaurant,Menu Header,Menu Item,Rate,What people love here
Foos,Chinese Veg Main Course,Paneer in Choice of Sauce Schezwan Sauce,221,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Veg Main Course,Paneer in Choice of Sauce Sweet n Sour Sauce,221,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Veg Main Course,Chilly Babycorn Mushroom,229,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Veg Main Course,Veg Balls in Garlic Sauce,179,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Veg Main Course,Diced Vegetables in Sweet n Sour Sauce,179,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Veg Main Course,Veg Manchurian,159,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken Manchurian,249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken Hong Kong,249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Choice of Sauce Garlic Sauce,229,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Choice of Sauce Schezwan Sauce,229,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Choice of Sauce Sweet n Sour Sauce,229,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Garlic Sauce,249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Szechuan Sauce,249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Chicken in Sweet n Sour Sauce,249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Kung Pao Chicken,269,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Fish in Oyster Sauce,279,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Chinese Non Veg Main Course,Fish in Lemon Sauce,279,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Plain Tandoori Roti,12,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Butter Tandoori Roti,16,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Roomali Roti,20,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Missi Roti,25,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Lachha Paratha,35,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Kali Mirch Ka Paratha,45,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Lachha Pudina Paratha,45,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Lachha Mirchi Paratha,45,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Chilly Garlic Paratha,55,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Stuffed Paratha,55,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Kulcha Butter,45,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Onion Kulcha,59,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Sada Naan,35,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Makhani Naan,40,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Lasooni Naan,55,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Breads,Cheese Lasooni Naan,99,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Handi Veg Dum Biryani,169,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Kabuli Biryani,169,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Vegetable Khichada,165,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Vegetable Pulav,165,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Chilly Onion Rice,165,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Butter Khichdi,159,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Curd Rice,159,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Jeera Rice,141,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Rice and Biryani,Plain Rice,131,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Dum Pukht Egg Biryani [Standard, 500 ml]",189,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Murgh Awadhi Biryani [Standard, 500 ml] Small",189,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Murgh Awadhi Biryani [Standard, 500 ml] Stander",289,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Murgh Hyderabadi Dum Biryani [Small, 300 ml]",189,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Murgh Hyderabadi Dum Biryani [Standard, 500 ml]",249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Gosht Hyderabadi Dum Biryani [Small, 300 ml]",189,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Gosht Hyderabadi Dum Biryani [Standard, 500 ml]",339,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Machchi Hyderabadi Dum Biryanii [Small, 300 ml]",189,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Biryani,"Machchi Hyderabadi Dum Biryanii [Standard, 500 ml]",249,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Veg Stir Fried Rice,159,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Vegerable Schezwan Fried Rice,169,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Mushroom Schezwan Fried Rice,199,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Veg Hakka Noodles,151,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Veg Schezwan Noodles,159,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Veg Fried Rice and Noodles,Veg Singapore Noodles,169,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Fried Rice and Noodles,Chicken Fried Rice,199,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Fried Rice and Noodles,Chicken Schezwan Fried Rice,221,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Fried Rice and Noodles,Chicken Hakka Noodles,199,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Non Veg Fried Rice and Noodles,Chicken Schezwan Noodles,221,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Raw Green Salad,69,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Onion Salad,59,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Peanut Chaat,121,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Boondi Raita,99,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Pudina Raita,99,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Mix Veg Raita,99,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Accompaniments,Curd,49,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foos,Dessert,Gulab Jamun,59,"Butter Chicken, Tandoori Chicken, Dum Biryani"
Foot,Soup Veg.,Veg. Sweet Corn Soup,50,
Foot,Soup Veg.,Veg. Monchow Soup,50,
Foot,Soup Veg.,Hot s Saur Soup ,50,
Foot,Soup Veg.,Mushroom Soup,70,
Foot,Soup Non Veg.,Chicken Clear Soup,80,
Foot,Soup Non Veg.,Chicken Sweet Corn Soup,80,
Foot,Soup Non Veg.,Chicken Hot s Saur Soup,80,
Foot,Soup Non Veg.,Chicken Monchow Soup,80,
Foot,Veg.,Paneer Tikka ,140,
Foot,Veg.,Paneer Malai Kabab,140,
Foot,Veg.,Paneer Pudina,140,
Foot,Non Veg.,Murg Malai Kabab,180,
Foot,Non Veg.,Chicken Tangdi Kabab,160,
Foot,Non Veg.,Chicken Pudina Kabab,180,
Foot,Non Veg.,Chicken Reshmi Kabab,190,
Foot,Non Veg.,Malai Tandoori Chicken (Full),250,
Foot,Non Veg.,Malai Tandoori Chicken (Half),140,
Foot,Non Veg.,Chicken Tandoori (Full),250,
Foot,Non Veg.,Chicken Tandoori (Half),130,
Foot,Non Veg.,Chicken Tikka,170,
Foot,Non Veg.,Chicken Seek Kabab,150,
Foot,Non Veg.,Chicken Fish (Bangda),,
Foot,Non Veg.,Tandoori Fish (Pomfret),,
Foot,Non Veg.,Lemon Tikka,180,
Foot,Chinese Dishes,Paneer Chilly,110,
Foot,Chinese Dishes,Mashroom Chilly,120,
Foot,Chinese Dishes,Veg. Garlic,90,
Foot,Chinese Dishes,Veg. Manchurian,100,
Foot,Chinese Dishes,Paneer 65,120,
Foot,Chinese Dishes,Mashroom Manchurian,120,
Foot,Chinese Dishes,Mashroom Garlic,120,
Foot,Chinese Dishes,Mashroom Ginger,120,
Foot,Chinese Dishes,Prawns Chilly (Seasonal),300,
Foot,Chinese Dishes,Chicken Chilly (Half),140,
Foot,Chinese Dishes,Chicken Chilly (Full),250,
Foot,Chinese Dishes,Chicken Mancurian (Half),140,
Foot,Chinese Dishes,Chicken Mancurian (Full),250,
Foot,Chinese Dishes,Chicken Garlic,130,
Foot,Chinese Dishes,Chicken Lolly Pop (8Pcs),180,
Foot,Chinese Dishes,Chicken 65,180,
Foot,Chinese Dishes,Mutton Chilly,190,
Foot,Chinese Dishes,Fish Chilly,160,
Foot,Chinese Dishes,Idli Chilly,70,
Foot,Chinese Dishes,Soya Chilly,70,
Foot,Chinese Dishes,Mushroom Chilly,120,
Foot,Noodles,Veg. Noodles,70,
Foot,Noodles,Veg. Hakka Noodles,80,
Foot,Noodles,Veg. Choupsuey,90,
Foot,Noodles,Chicken Noodles,110,
Foot,Noodles,Tripple Noodles,130,
Foot,Noodles,Chicken Tripple Noodles,150,
Foot,Rice,Plain Rice (Half),40,
Foot,Rice,Plain Rice (Full),70,
Foot,Rice,Jeera Fried Rice (Half),50,
Foot,Rice,Jeera Fried Rice (Full),80,
Foot,Rice,Dal Khichdi,80,
Foot,Rice,Veg. Fried Rice,80,
Foot,Rice,Veg. Biryani,90,
Foot,Rice,Egg Fried Rice,90,
Foot,Rice,Egg Biryani,100,
Foot,Rice,Chicken Fried Rice,130,
Foot,Rice,Chicken Biryani (Half),140,
Foot,Rice,Chicken Biryani (Full),260,
Foot,Rice,Mutton Biryani (Half),150,
Foot,Rice,Mutton Biryani (Full),280,
Foot,Rice,Tripple Fried Rice (Veg.),100,
Foot,Rice,Fish Biryani,150,
Foot,Rice,Prawns Fried Rice (Seasonal),250,
Foot,Rice,Chicken Tripple Fried Rice,160,
Foot,Panjabi Dishes Veg.,Dal Fry,80,
Foot,Panjabi Dishes Veg.,Dal Tadka ,85,
Foot,Panjabi Dishes Veg.,Shahee Paneer,120,
Foot,Panjabi Dishes Veg.,Paneer Butter Masala,120,
Foot,Panjabi Dishes Veg.,Kadai Paneer,120,
Foot,Panjabi Dishes Veg.,Kadai Mushroom,130,
Foot,Panjabi Dishes Veg.,Paneer Tikka Masala,130,
Foot,Panjabi Dishes Veg.,Paneer Pasanda,130,
Foot,Panjabi Dishes Veg.,Paneer Burji,110,
Foot,Panjabi Dishes Veg.,Kaju Curry,130,
Foot,Panjabi Dishes Veg.,Kaju Paneer,140,
Foot,Panjabi Dishes Veg.,Tawa Paneer,120,
Foot,Panjabi Dishes Veg.,Handi Paneer,120,
Foot,Panjabi Dishes Veg.,Paneer Kolhapuri,130,
Foot,Non Veg.,Egg Curry (2 Eggs) (Full),80,
Foot,Non Veg.,Egg Masala (Full),120,
Foot,Non Veg.,Egg Burji (3 eggs) (Full),70,
Foot,Non Veg.,Egg Omlette (2 Eggs) (Full),30,
Foot,Non Veg.,Egg Kolhapuri (Full),120,
Foot,Non Veg.,Butter Chicken (Half),180,
Foot,Non Veg.,Butter Chicken (Full),320,
Foot,Non Veg.,Butter Chicken (Bone less) (Half),190,
Foot,Non Veg.,Butter Chicken (Bone less) (Full),350,
Foot,Non Veg.,Chicken Kolhapuri (Half),170,
Foot,Non Veg.,Chicken Kolhapuri (Full),320,
Foot,Non Veg.,Chicken Handi (Half),170,
Foot,Non Veg.,Chicken Handi (Full),320,
Foot,Non Veg.,Singapuri Chicken  (Half),170,
Foot,Non Veg.,Singapuri Chicken  (Full),320,
Foot,Non Veg.,Chicken Hydrabadi (Half),170,
Foot,Non Veg.,Chicken Hydrabadi (Full),320,
Foot,Non Veg.,Tawa Chicken  (Half),170,
Foot,Non Veg.,Tawa Chicken  (Full),320,
Foot,Non Veg.,Bhuna Chicken (Half),170,
Foot,Non Veg.,Bhuna Chicken (Full),320,
Foot,Non Veg.,Chicken Tikka Masala (Half),180,
Foot,Non Veg.,Chicken Tikka Masala (Full),350,
Foot,Non Veg.,Kadai Chicken  (Half),170,
Foot,Non Veg.,Kadai Chicken (Full),320,
Foot,Non Veg.,Chicken Masala (Half),170,
Foot,Non Veg.,Chicken Masala (Full),320,
Foot,Non Veg.,Pepper Chicken (Half),170,
Foot,Non Veg.,Pepper Chicken (Full),320,
Foot,Non Veg.,Mutton Masala (4 Pec) (Half),180,
Foot,Non Veg.,Mutton Masala (8 Pec) (Full),340,
Foot,Non Veg.,Mutton Hydrabadi (Half),180,
Foot,Non Veg.,Mutton Sag wala (Half),180,
Foot,Non Veg.,Palak Mutton (Half),180,
Foot,Non Veg.,Mutton Bhuna Hua (Half),180,
Foot,Non Veg.,Kadai Mutton  (Half),180,
Foot,Non Veg.,Mutton Kolhpuri (Half),180,
Foot,Non Veg.,Moutton Rogan Josh (Half),180,
Foot,Non Veg.,Mutton Handi (Half),180,
Foot,Non Veg.,Tawa Mutton (Half),180,
Foot,Non Veg.,Mutton Keema (Half),150,
Foot,Sea Food (Seasnal),Fish Masala (Bangda),,
Foot,Sea Food (Seasnal),Fish Fry (Bangda),,
Foot,Sea Food (Seasnal),Fish Fry (Surmal) (Seasnal),,
Foot,Sea Food (Seasnal),Fish Fry (Pomfret) (Seasnal),,
Foot,Our Combo Meals,Egg Curry-Rice or Roti (4),100,
Foot,Our Combo Meals,Chicken Curry-Rice or Roti (4),130,
Foot,Our Combo Meals,Fish Curry-Rice Or Roti (4),130,
Foot,Our Combo Meals,Chicken Chilly +Tandoori Roti (4),100,
Foot,Our Combo Meals,Chicken Mancurian+Fried Rice,100,
Foot,Our Combo Meals,Noodles+Mancurian,80,
Foot,Our Combo Meals,Dal Fry + Roti (4),80,
Foot,Our Combo Meals,Dal Fry + Plain Rice,100,
Foot,Our Combo Meals,Seasnal Veg. + Roti (4),80,
Foot,Our Combo Meals,Paneer Veg. Roti (4),100,
Foot,Food Point Special,Fried Boiled Egg,20,
Foot,Food Point Special,Chicken Sukka (Dry),130,
Foot,Food Point Special,Mutton Sukka (Dry),160,
Foot,Food Point Special,Egg Pakoda,80,
Foot,Food Point Special,Chicken Masala   ,150,
Foot,Food Point Special,Fish Pakoda,100,
Foot,Food Point Special,Chicken Masala (Half),180,
Foot,Food Point Special,Chicken Masala (Full),350,
Foot,Salad,Onion Salad,15,
Foot,Salad,Green Salad,30,
Foot,Salad,Kachumber Salad,30,
Foot,Roti,Rumali Roti,7,
Foot,Roti,Tandoori Roti,8,
Foot,Roti,Butter Tandoori Roti,10,
Foot,Roti,Tandoori Paratha,15,
Foot,Roti,Luchha Paratha,20,
Foot,Roti,Naan,15,
Foot,Roti,Butter Naan ,20,
Foot,Roti,Garlic Naan,30,
Foot,Roti,Butter Garlic Naan,35,
Foot,Roti,Stuff Kulcha,30,
Foot,Papad,Roasted Papad,10,
Foot,Papad,Masala Papad,25,
Galt,Lebanese,Special Chicken Shawarma,100,Biryani
Galt,Main Course,Butter Paneer Masala,180,Biryani
Galt,Main Course,Butter Chicken(full),450,Biryani
Galt,Main Course,Butter Chicken(half),230,Biryani
Galt,Rice and Biryani,Chicken Biryani,180,Biryani
Galt,Rice and Biryani,Hyderabadi Biryani [Chef's Special] Served with mirch ka salan. half,130,Biryani
Galt,Rice and Biryani,Hyderabadi Biryani [Chef's Special] Served with mirch ka salan. full,220,Biryani
Galt,Indian Breads,Butter Naan,25,Biryani
Galt,Veg Soups,Tomato Soup,50,Biryani
Galt,Veg Soups,Veg Sweet Corn Soup,50,Biryani
Galt,Veg Soups,Veg Hot and Sour Soup,50,Biryani
Galt,Veg Soups,Veg Manchow Soup,50,Biryani
Galt,Veg Soups,Veg Lemon Coriander Soup,50,Biryani
Galt,Non Veg Soups,Chicken Hot and Sour Soup,70,Biryani
Galt,Non Veg Soups,Chicken Manchow Soup,70,Biryani
Galt,Non Veg Soups,Chicken Shorba,80,Biryani
Galt,Non Veg Soups,Chicken Clear Soup,70,Biryani
Galt,Indian Veg Starters,Aloo Tikka,100,Biryani
Galt,Indian Veg Starters,French Fries,70,Biryani
Galt,Indian Veg Starters,Veg Pakoda,60,Biryani
Galt,Indian Veg Starters,Paneer Pakoda,100,Biryani
Galt,Indian Veg Starters,Palak Pakoda,70,Biryani
Galt,Indian Veg Starters,Paneer Tikka,160,Biryani
Galt,Indian Veg Starters,Paneer Ajwaini Tikka,170,Biryani
Galt,Indian Veg Starters,Aatishi Aloo,100,Biryani
Galt,Indian Veg Starters,Paneer Malai Tikka,180,Biryani
Galt,Indian Veg Starters,Paneer Roll,100,Biryani
Galt,Indian Veg Starters,Paneer Peshawari Tikka,150,Biryani
Galt,Indian Non Veg Starters,Egg Roll,50,Biryani
Galt,Indian Non Veg Starters,Chicken Tikka,220,Biryani
Galt,Indian Non Veg Starters,Chicken Chilli Tikka (half),130,Biryani
Galt,Indian Non Veg Starters,Chicken Chilli Tikka(full),230,Biryani
Galt,Indian Non Veg Starters,Chicken Lahsooni Tikka,220,Biryani
Galt,Indian Non Veg Starters,Chicken Peshawari Tikka,220,Biryani
Galt,Indian Non Veg Starters,Tandoori Chicken (half),170,Biryani
Galt,Indian Non Veg Starters,Tandoori Chicken (full),320,Biryani
Galt,Indian Non Veg Starters,Tandoori Afghani Chicken (half),180,Biryani
Galt,Indian Non Veg Starters,Tandoori Afghani Chicken (full),350,Biryani
Galt,Indian Non Veg Starters,Chicken Roll,120,Biryani
Galt,Indian Non Veg Starters,Keema Roll,150,Biryani
Galt,Indian Non Veg Starters,Non Veg Platter,500,Biryani
Galt,Indian Non Veg Starters,Fish Amritsari,250,Biryani
Galt,Indian Non Veg Starters,Fish Tikka,250,Biryani
Galt,Indian Veg Kebabs,Dahi ke Kebab,130,Biryani
Galt,Indian Veg Kebabs,Hara Bhara Kebab,120,Biryani
Galt,Indian Veg Kebabs,Cheese Kebab,150,Biryani
Galt,Indian Veg Kebabs,Makai Malai Seekh Kebab,150,Biryani
Galt,Indian Veg Kebabs,Veg Platter,380,Biryani
Galt,Indian Non Veg Kebabs,Chicken Shahi Kebab,200,Biryani
Galt,Indian Non Veg Kebabs,Chicken Egg Kebab,210,Biryani
Galt,Indian Non Veg Kebabs,Chicken Seekh Kebab,210,Biryani
Galt,Indian Non Veg Kebabs,Kebab Platter,480,Biryani
Galt,Chinese Starters,Chilli Paneer,160,Biryani
Galt,Chinese Starters,Veg Manchurian,130,Biryani
Galt,Chinese Starters,Veg Lollipop,85100,Biryani
Galt,Chinese Starters,Paneer 65,150,Biryani
Galt,Chinese Starters,Chicken Chilli (half),180,Biryani
Galt,Chinese Starters,Chicken Chilli (full),350,Biryani
Galt,Chinese Starters,Chicken 65 (half),180,Biryani
Galt,Chinese Starters,Chicken 65 (full),360,Biryani
Galt,Chinese Starters,Chicken Fried (half),150,Biryani
Galt,Chinese Starters,Chicken Fried (full),250,Biryani
Galt,Chinese Starters,Chicken Lollipop,220,Biryani
Galt,Chinese Starters,Fish Fried,250,Biryani
Galt,Veg Main Course,Butter Paneer Masala,180,Biryani
Galt,Veg Main Course,Paneer Masala,180,Biryani
Galt,Veg Main Course,Kaju Curry,200,Biryani
Galt,Veg Main Course,Paneer Do Pyaza,200,Biryani
Galt,Veg Main Course,Paneer Do Pyaza,180,Biryani
Galt,Veg Main Course,Paneer Makhni,180,Biryani
Galt,Veg Main Course,Paneer Bhurji,180,Biryani
Galt,Veg Main Course,Palak Paneer,180,Biryani
Galt,Veg Main Course,Matar Paneer,180,Biryani
Galt,Veg Main Course,Kaju Paneer,200,Biryani
Galt,Veg Main Course,Kadhai Paneer,200,Biryani
Galt,Veg Main Course,Kurmuri Bhindi,100,Biryani
Galt,Veg Main Course,Nargisi Kofte,200,Biryani
Galt,Veg Main Course,Shahi Paneer,180,Biryani
Galt,Veg Main Course,Aloo Gobhi,120,Biryani
Galt,Veg Main Course,Baingan Bharta,140,Biryani
Galt,Veg Main Course,Mix Veg,120,Biryani
Galt,Veg Main Course,Ratlami Sev ka Salan [Chef's Special],120,Biryani
Galt,Veg Main Course,Paneer Guldasta [Chef's Special],260,Biryani
Galt,Veg Main Course,Mushroom Masala,160,Biryani
Galt,Dal Main Course,Dal Fry,90,Biryani
Galt,Dal Main Course,Dal Tadka,105,Biryani
Galt,Dal Main Course,Dal Punjabi,120,Biryani
Galt,Dal Main Course,Dal Makhnai,120,Biryani
Galt,Chicken Main Course,Chicken Angara (half),240,Biryani
Galt,Chicken Main Course,Chicken Angara (full),420,Biryani
Galt,Chicken Main Course,Butter Chicken half,230,Biryani
Galt,Chicken Main Course,Butter Chicken full,420,Biryani
Galt,Chicken Main Course,Tawa Chicken [Chef's Special] half,240,Biryani
Galt,Chicken Main Course,Tawa Chicken [Chef's Special] full,430,Biryani
Galt,Chicken Main Course,Kadhai Chicken half,240,Biryani
Galt,Chicken Main Course,Kadhai Chicken full,430,Biryani
Galt,Chicken Main Course,Chicken Korma half,240,Biryani
Galt,Chicken Main Course,Chicken Korma full,440,Biryani
Galt,Chicken Main Course,Chicken Taka Tak,240,Biryani
Galt,Chicken Main Course,Chicken Taka Tak full,460,Biryani
Galt,Chicken Main Course,Chicken Do Pyaza half,230,Biryani
Galt,Chicken Main Course,Chicken Do Pyaza full,420,Biryani
Galt,Chicken Main Course,Green Chicken half,230,Biryani
Galt,Chicken Main Course,Green Chicken full,420,Biryani
Galt,Chicken Main Course,Chicken Rara half,240,Biryani
Galt,Chicken Main Course,Chicken Rara full,430,Biryani
Galt,Chicken Main Course,Chicken Guldasta half,240,Biryani
Galt,Chicken Main Course,Chicken Guldasta full,430,Biryani
Galt,Mutton and Fish Main Course,Mutton Masala,260,Biryani
Galt,Mutton and Fish Main Course,Mutton Masala,260,Biryani
Galt,Mutton and Fish Main Course,Mutton Shahi Korma,310,Biryani
Galt,Mutton and Fish Main Course,Mutton Do Pyaza,260,Biryani
Galt,Mutton and Fish Main Course,Keema Masala,260,Biryani
Galt,Mutton and Fish Main Course,Nargis Kofta,260,Biryani
Galt,Mutton and Fish Main Course,Mutton Angara,320,Biryani
Galt,Mutton and Fish Main Course,Tawa Mutton,260,Biryani
Galt,Mutton and Fish Main Course,Butter Mutton,260,Biryani
Galt,Mutton and Fish Main Course,"Paya with Bafle [2 Pieces] [Chef's Special] [Available on Saturday, Sunday)",280,Biryani
Galt,Mutton and Fish Main Course,Fish Curry,260,Biryani
Galt,Mutton and Fish Main Course,Afghani Fish,260,Biryani
Galt,Indian Breads,Tawa Plain Roti,8,Biryani
Galt,Indian Breads,Tawa Butter Roti,10,Biryani
Galt,Indian Breads,Tandoori Plain Roti,13,Biryani
Galt,Indian Breads,Tandoori Butter Roti,15,Biryani
Galt,Indian Breads,Lachha Paratha,25,Biryani
Galt,Indian Breads,Missi Roti,20,Biryani
Galt,Indian Breads,Butter Naan,25,Biryani
Galt,Indian Breads,Garlic Naan,35,Biryani
Galt,Indian Breads,Chilli Garlic Naan,40,Biryani
Galt,Indian Breads,Cheese Garlic Naan,45,Biryani
Galt,Indian Breads,Stuffed Paratha,40,Biryani
Galt,Indian Breads,Aloo Paratha,40,Biryani
Galt,Indian Breads,Paneer Paratha,50,Biryani
Galt,Indian Breads,Keema Paratha,60,Biryani
Galt,Rice and Biryani,Plain Rice,55,Biryani
Galt,Rice and Biryani,Jeera Rice,75,Biryani
Galt,Rice and Biryani,Vge Pulao,120,Biryani
Galt,Rice and Biryani,Veg Biryani,120,Biryani
Galt,Rice and Biryani,Veg Dum Biryani,130,Biryani
Galt,Rice and Biryani,Egg Biryani,150,Biryani
Galt,Rice and Biryani,Chicken Pulao,160,Biryani
Galt,Rice and Biryani,Chicken Biryani,180,Biryani
Galt,Rice and Biryani,Mutton Pulao,200,Biryani
Galt,Rice and Biryani,Mutton Biryani,200,Biryani
Galt,Rice and Biryani,Hyderabadi Biryani [Chefs Special] Served with mirch ka salan.(fulll),220,Biryani
Galt,Rice and Biryani,Hyderabadi Biryani [Chefs Special] Served with mirch ka salan.,130,Biryani
Galt,Lebanese,Special Chicken Shawarma,100,Biryani
Galt,Lebanese,Chicken Shawarma,80,Biryani
Galt,Chaats,Aloo Chaat,70,Biryani
Galt,Chaats,Corn Capsicum Chaat,60,Biryani
Galt,Fried Rice,Veg Fried Rice,90,Biryani
Galt,Fried Rice,Manchurian Noodles,150,Biryani
Galt,Fried Rice,Egg Fried Rice,100,Biryani
Galt,Fried Rice,Non Veg Fried,90,Biryani
Galt,Fried Rice,Veg Noodles,85,Biryani
Galt,Fried Rice,Egg Noodles,100,Biryani
Galt,Fried Rice,Non Veg Noodles,90,Biryani
Galt,Fried Rice,Egg Hakka Noodles,90,Biryani
Galt,Fried Rice,Burnt Garlic Noodles,100,Biryani
Galt,Fried Rice,Singapuri Noodles,120,Biryani
Galt,Fried Rice,Non Veg Schezwan Noodles,140,Biryani
Galt,Accompaniments,Plain Curd,30,Biryani
Galt,Accompaniments,Sweet Curd,35,Biryani
